Ensemble	Symbol	Chr	Start	End	Type	Length8FeatureCount
ENSG00000279461	RP4-592G7.5	chr14	74003396	74003470	processed_pseudogene	75
ENSG00000287236	LL22NC01-146D10.5	chr22	37033124	37035513	lncRNA	1158
ENSG00000176472	ZNF575	chr19	43525497	43536130	protein_coding	3222
ENSG00000249782	RP11-417J1.1	chr5	8525144	8561682	lncRNA	1232
ENSG00000259495	RP11-210M15.2	chr15	80344853	80404214	lncRNA	8069
ENSG00000264511	MIR3678	chr17	75406069	75406162	miRNA	94
ENSG00000252301	RNA5SP134	chr3	63545440	63545535	rRNA_pseudogene	96
ENSG00000230393	AC092667.2	chr2	100104919	100107504	lncRNA	2586
ENSG00000251682	RP11-631M6.3	chr5	61347126	61347716	processed_pseudogene	591
ENSG00000284239	MIR1539	chr18	49487373	49487422	miRNA	50
ENSG00000241680	RPL31P49	chr12	110460988	110461362	processed_pseudogene	375
ENSG00000230153	AF003626.1	chrX	150915813	150920938	lncRNA	520
ENSG00000287464	CTD-2336O2.5	chr8	1810823	1817113	lncRNA	896
ENSG00000213514	RP11-428P16.2	chr10	77730766	77734769	processed_pseudogene	3711
ENSG00000277223	RP11-578B16.1	chr12	71448405	71448850	lncRNA	446
ENSG00000100263	RHBDD3	chr22	29259872	29268209	protein_coding	2997
ENSG00000133627	ACTR3B	chr7	152759749	152855378	protein_coding	6024
ENSG00000198445	CCT8L2	chr22	16590751	16592810	protein_coding	2060
ENSG00000228953	AC006026.12	chr7	23655682	23655861	processed_pseudogene	180
ENSG00000214929	SPATA31D1	chr9	81988772	81995253	protein_coding	5155
ENSG00000253824	KB-173C10.2	chr8	100380486	100464613	lncRNA	1816
ENSG00000177243	DEFB103B	chr8	7428888	7430348	protein_coding	518
ENSG00000267503	RP11-53B2.4	chr18	13561399	13565035	lncRNA	665
ENSG00000224109	CENPVL3	chrX	51617020	51618912	protein_coding	1893
ENSG00000091428	RAPGEF4	chr2	172735274	173052893	protein_coding	7125
ENSG00000138468	SENP7	chr3	101324205	101513241	protein_coding	6396
ENSG00000197177	ADGRA1	chr10	133087924	133131675	protein_coding	4357
ENSG00000287223	RP1-154K9.3	chrX	42723209	42755892	lncRNA	3855
ENSG00000228105	LINC01757	chr1	20243095	20244664	lncRNA	646
ENSG00000213465	ARL2	chr11	65014160	65022184	protein_coding	2037
ENSG00000064199	SPA17	chr11	124673844	124697518	protein_coding	5159
ENSG00000254248	RP11-320N21.2	chr8	95071732	95087924	lncRNA	794
ENSG00000240288	GHRLOS	chr3	10285754	10294903	lncRNA	3166
ENSG00000143819	EPHX1	chr1	225810124	225845563	protein_coding	2476
ENSG00000232398	TMPRSS11CP	chr4	67766480	67773854	unprocessed_pseudogene	683
ENSG00000225783	MIAT	chr22	26646411	26676475	lncRNA	13908
ENSG00000119938	PPP1R3C	chr10	91628442	91633071	protein_coding	2541
ENSG00000196119	OR8A1	chr11	124566660	124582942	protein_coding	6088
ENSG00000206592	ENSG10010137616.1	chr5	79220942	79221073	snoRNA	132
ENSG00000226685	CT47A12	chrX	120930250	120932301	protein_coding	1165
ENSG00000233838	DPH3P1	chr20	62845664	62845912	processed_pseudogene	249
ENSG00000264729	RP11-219A15.2	chr17	16804627	16805707	lncRNA	302
ENSG00000248349	RP11-79C6.1	chr5	35896188	35896290	unprocessed_pseudogene	103
ENSG00000154240	CEP112	chr17	65635537	66192133	protein_coding	7899
ENSG00000119508	NR4A3	chr9	99821855	99866891	protein_coding	6314
ENSG00000260228	RP11-483P21.2	chr16	83789967	83807834	lncRNA	5033
ENSG00000114520	SNX4	chr3	125446650	125520202	protein_coding	2708
ENSG00000285751	RP11-313M3.2	chr11	39024631	39161638	lncRNA	2383
ENSG00000271742	RP4-680D5.9	chr1	15682873	15683128	lncRNA	256
ENSG00000179088	C12orf42	chr12	103237591	103495978	protein_coding	4866
ENSG00000233285	MTCYBP10	chr2	131369062	131369711	unprocessed_pseudogene	650
ENSG00000252190	ENSG10010139548.1	chr1	26006006	26006130	scaRNA	125
ENSG00000272592	RP11-63A2.2	chr10	61684892	61685388	lncRNA	497
ENSG00000028203	VEZT	chr12	95217746	95302799	protein_coding	8766
ENSG00000252287	RNA5SP24	chr13	19088487	19088581	rRNA_pseudogene	95
ENSG00000250608	RP11-933H2.4	chr3	131325092	131381656	lncRNA	8656
ENSG00000280013	CH507-42P11.2	chr21	6008604	6008810	processed_pseudogene	207
ENSG00000206913	ENSG10010134614.1	chr11	74252414	74252552	snoRNA	139
ENSG00000272645	GTF2IP20	chr1	223951394	223992594	transcribed_unprocessed_pseudogene	4145
ENSG00000008517	IL32	chr16	3065297	3082192	protein_coding	3209
ENSG00000207500	SNORD102	chr13	27255064	27255135	snoRNA	72
ENSG00000257720	ILF2P2	chr14	36054197	36055313	processed_pseudogene	1117
ENSG00000269445	AC067969.1	chr19	38526954	38528555	lncRNA	570
ENSG00000225016	LINC00328-2P	chr13	18809830	18810048	processed_pseudogene	219
ENSG00000229165	GDI2P1	chr7	48902556	48903891	processed_pseudogene	1336
ENSG00000117020	AKT3	chr1	243488233	243851079	protein_coding	16643
ENSG00000249830	LINC02162	chr5	3452816	3461660	lncRNA	574
ENSG00000254764	TRIM53CP	chr11	48985868	48991881	unprocessed_pseudogene	1358
ENSG00000180767	CHST13	chr3	126524155	126543291	protein_coding	1917
ENSG00000267517	LINC01855	chr19	16065737	16066312	lncRNA	396
ENSG00000202490	RNU6-597P	chr14	63618043	63618144	snRNA	102
ENSG00000188910	GJB3	chr1	34781214	34786369	protein_coding	2362
ENSG00000222439	RNU6-994P	chr20	63337339	63337449	snRNA	111
ENSG00000258594	RP11-30G8.2	chr15	27621534	27629289	lncRNA	336
ENSG00000242261	RP11-62J1.3	chr7	128306649	128307678	processed_pseudogene	1030
ENSG00000198730	CTR9	chr11	10751246	10801625	protein_coding	5770
ENSG00000187244	BCAM	chr19	44809071	44821421	protein_coding	4997
ENSG00000233026	MTCO1P5	chr3	12165299	12165642	processed_pseudogene	344
ENSG00000235110	RP11-8J23.1	chr3	143855739	143856142	processed_pseudogene	404
ENSG00000231747	AC079922.2	chr2	112621809	112622167	processed_pseudogene	359
ENSG00000228889	UBAC2-AS1	chr13	99181223	99200757	lncRNA	2628
ENSG00000247872	SPCS2P3	chr5	816346	817001	processed_pseudogene	656
ENSG00000227399	RP11-118F2.2	chr9	92006062	92006544	processed_pseudogene	483
ENSG00000250585	LINC00604	chr5	40240167	40267657	lncRNA	891
ENSG00000235895	AC010154.2	chrY	6492976	6496757	unprocessed_pseudogene	269
ENSG00000234580	RP11-733D4.1	chr10	44591208	44602104	lncRNA	732
ENSG00000233189	RPL12P29	chr10	84389170	84389626	processed_pseudogene	457
ENSG00000279562	RP11-667K14.10	chr17	2117626	2117772	TEC	147
ENSG00000273851	RP11-809H16.3	chr15	69022230	69024176	transcribed_processed_pseudogene	1947
ENSG00000168228	ZCCHC4	chr4	25312774	25370383	protein_coding	4411
ENSG00000164638	SLC29A4	chr7	5274369	5306912	protein_coding	5840
ENSG00000172199	OR8U1	chr11	56375624	56376553	protein_coding	930
ENSG00000238367	MIR2113	chr6	98024531	98024621	miRNA	91
ENSG00000171657	GPR82	chrX	41724181	41730130	protein_coding	3318
ENSG00000125385	RPL32P21	chr9	37046835	37047237	processed_pseudogene	403
ENSG00000259167	NMNAT1P1	chr14	81032529	81033404	processed_pseudogene	876
ENSG00000231236	AP001604.3	chr21	27358885	27448579	lncRNA	2603
ENSG00000258437	RP11-661G16.1	chr14	90675118	90676294	lncRNA	539
ENSG00000240096	RP11-85G20.1	chr14	93223598	93224139	processed_pseudogene	542
ENSG00000272140	RP11-574K11.29	chr10	73703735	73713581	lncRNA	1192
ENSG00000276434	RP11-391H12.8	chr13	113339450	113339958	lncRNA	509
ENSG00000178821	TMEM52	chr1	1917590	1919279	protein_coding	1600
ENSG00000182083	OR6B2	chr2	240029491	240030429	protein_coding	939
ENSG00000179295	PTPN11	chr12	112418351	112509918	protein_coding	7028
ENSG00000266765	CTD-2582D11.1	chr17	73894749	73911878	lncRNA	419
ENSG00000138674	SEC31A	chr4	82818509	82901166	protein_coding	9297
ENSG00000128185	DGCR6L	chr22	20314238	20320080	protein_coding	1192
ENSG00000256481	RP11-21A7A.4	chr11	64081690	64087175	lncRNA	732
ENSG00000280913	CTSLP3	chr10	46753605	46759740	transcribed_unprocessed_pseudogene	1476
ENSG00000136631	VPS45	chr1	150067279	150145329	protein_coding	6637
ENSG00000266273	RP11-715C4.1	chr18	78795612	78796672	lncRNA	399
ENSG00000261555	CTD-3229J4.1	chr16	17825252	17826906	lncRNA	1655
ENSG00000253797	UTP14C	chr13	52024691	52033600	protein_coding	5529
ENSG00000211685	IGLC7	chr22	22922594	22923034	IG_C_gene	441
ENSG00000212475	RNU6-400P	chr12	33576095	33576200	snRNA	106
ENSG00000177275	OR2AJ1	chr1	247924889	247935339	protein_coding	1873
ENSG00000279310	RP11-123O10.1	chr12	67065018	67065278	TEC	261
ENSG00000250694	CTD-2074D8.1	chr5	24352309	24353443	lncRNA	487
ENSG00000227140	USP17L5	chr4	9339403	9340995	protein_coding	1593
ENSG00000231259	ANAPC1P2	chr2	87031815	87052992	unprocessed_pseudogene	1331
ENSG00000117691	NENF	chr1	212432920	212446379	protein_coding	1264
ENSG00000288662	RP11-73F12.1	chr3	119969044	120068204	lncRNA	60
ENSG00000249368	RP11-782K4.1	chr8	15325296	15325569	processed_pseudogene	274
ENSG00000145349	CAMK2D	chr4	113418054	113761927	protein_coding	8824
ENSG00000157330	C1orf158	chr1	12746200	12763699	protein_coding	4133
ENSG00000277340	RP11-157L3.3	chr9	41573156	41573453	processed_pseudogene	298
ENSG00000284142	MIR6845	chr8	143837756	143837816	miRNA	61
ENSG00000112782	CLIC5	chr6	45880827	46080348	protein_coding	10432
ENSG00000274292	RP11-347I19.7	chr12	121800797	121803403	lncRNA	2607
ENSG00000119688	ABCD4	chr14	74285269	74303055	protein_coding	8922
ENSG00000238793	SNORD124	chr17	40027542	40027645	snoRNA	104
ENSG00000214807	NPM1P31	chr10	124867510	124868326	processed_pseudogene	764
ENSG00000169515	CCDC8	chr19	46410329	46413564	protein_coding	3236
ENSG00000225638	PABPC1P12	chr10	38635908	38638082	processed_pseudogene	2175
ENSG00000134255	CEPT1	chr1	111139627	111185104	protein_coding	8418
ENSG00000229288	RP11-1E11.2	chr9	88187735	88190202	processed_pseudogene	2090
ENSG00000207422	RNU6-813P	chr6	151615773	151615879	snRNA	107
ENSG00000273835	SNORD115-13	chr15	25193321	25193402	snoRNA	82
ENSG00000066294	CD84	chr1	160541095	160579516	protein_coding	9255
ENSG00000170950	PGK2	chr6	49785660	49787285	protein_coding	1626
ENSG00000213439	OR5AC1	chr3	98064472	98065396	polymorphic_pseudogene	925
ENSG00000167548	KMT2D	chr12	49018978	49060794	protein_coding	25311
ENSG00000234660	LINC00440	chr13	89181324	89280240	lncRNA	1662
ENSG00000250575	RP4-669L17.8	chr1	491225	493241	unprocessed_pseudogene	1239
ENSG00000187612	OR5W2	chr11	55913650	55914582	protein_coding	933
ENSG00000265888	DSCAS	chr18	31101583	31162789	lncRNA	1298
ENSG00000239082	RNU7-170P	chr12	121908103	121908163	snRNA	61
ENSG00000237768	RP11-344N10.2	chr10	73071295	73074008	lncRNA	291
ENSG00000266830	CTD-2008P7.8	chr17	28246454	28248006	lncRNA	1553
ENSG00000186369	LINC00643	chr14	62114353	62130962	transcribed_unitary_pseudogene	4637
ENSG00000279772	CTD-2169H9.1	chr5	123508736	123509187	TEC	452
ENSG00000252611	RNU6-1121P	chr10	114969460	114969568	snRNA	109
ENSG00000252172	RNU6-720P	chr3	149917342	149917449	snRNA	108
ENSG00000279259	RP11-334C17.3	chr17	80147250	80148596	TEC	1347
ENSG00000187210	GCNT1	chr9	76419850	76651203	protein_coding	9251
ENSG00000007171	NOS2	chr17	27756766	27800529	protein_coding	4399
ENSG00000212221	RNU6-220P	chr8	143350172	143350278	snRNA	107
ENSG00000257173	AK6P2	chr12	38078529	38078999	processed_pseudogene	471
ENSG00000090539	CHRD	chr3	184380073	184390736	protein_coding	6620
ENSG00000144566	RAB5A	chr3	19947097	19985175	protein_coding	3767
ENSG00000171928	TVP23B	chr17	18781111	18806714	protein_coding	5746
ENSG00000168243	GNG4	chr1	235547685	235650754	protein_coding	5194
ENSG00000230358	SPDYE21	chr7	67278714	67286664	protein_coding	1254
ENSG00000276176	MIR6090	chr11	128522390	128522449	miRNA	60
ENSG00000272334	RP11-129K12.1	chr3	36973117	36973672	lncRNA	556
ENSG00000072182	ASIC4	chr2	219514170	219538772	protein_coding	5250
ENSG00000226673	LINC01108	chr6	14280127	14285454	lncRNA	3697
ENSG00000024048	UBR2	chr6	42564029	42693505	protein_coding	8874
ENSG00000248343	RP11-556G22.2	chr4	21697450	21719026	lncRNA	948
ENSG00000253654	IDI1P2	chr8	48294026	48294694	processed_pseudogene	669
ENSG00000174365	SNHG11	chr20	38446343	38450940	lncRNA	4525
ENSG00000288559	RP11-152N13.10	chr10	73247342	73248268	lncRNA	623
ENSG00000185862	EVI2B	chr17	31303770	31314105	protein_coding	2061
ENSG00000270451	IGHD4OR15-4B	chr15	21011451	21011469	IG_D_gene	19
ENSG00000235643	LINC01647	chr1	11609468	11613358	lncRNA	1351
ENSG00000273932	MIR6877	chr9	133051996	133052059	miRNA	64
ENSG00000212664	RP11-592N21.1	chr15	71341158	71341712	processed_pseudogene	555
ENSG00000248685	LINC02484	chr4	34120090	34335351	lncRNA	3785
ENSG00000267060	PTGES3L	chr17	42968088	42980433	protein_coding	2856
ENSG00000147873	IFNA5	chr9	21304326	21305313	protein_coding	988
ENSG00000227852	RPS29P17	chr9	35592786	35592951	processed_pseudogene	166
ENSG00000258142	RP11-18O15.1	chr12	102230027	102230533	processed_pseudogene	507
ENSG00000160233	LRRC3	chr21	44455510	44462196	protein_coding	5845
ENSG00000273567	REXO1L3P	chr8	85654684	85658514	processed_pseudogene	1288
ENSG00000105383	CD33	chr19	51225064	51243860	protein_coding	5975
ENSG00000055957	ITIH1	chr3	52777595	52792068	protein_coding	4541
ENSG00000283644	ETDC	chrX	135309480	135309659	protein_coding	180
ENSG00000241563	CORT	chr1	10450031	10451998	protein_coding	914
ENSG00000237973	MTCO1P12	chr1	631074	632616	unprocessed_pseudogene	1543
ENSG00000237824	RPL23AP33	chr2	184902111	184902562	processed_pseudogene	452
ENSG00000251179	TMEM92-AS1	chr17	50281577	50287855	lncRNA	750
ENSG00000137218	FRS3	chr6	41770176	41786542	protein_coding	2858
ENSG00000120907	ADRA1A	chr8	26748150	26867278	protein_coding	6749
ENSG00000260924	LINC01311	chr22	19171395	19172839	lncRNA	1445
ENSG00000273409	LINC02712	chr11	127271029	127337033	lncRNA	742
ENSG00000255259	ZNF123P	chr11	129295286	129296481	processed_pseudogene	1196
ENSG00000260602	HMGN2P40	chr15	68254549	68254939	processed_pseudogene	391
ENSG00000235300	THRA1/BTR	chr17	48294335	48308762	lncRNA	1570
ENSG00000286320	RP11-342I1.3	chr4	139763080	139770391	lncRNA	3396
ENSG00000223375	RP11-224O19.5	chr1	218338541	218338756	processed_pseudogene	216
ENSG00000272729	RP11-387A1.5	chr2	176164164	176165716	lncRNA	1553
ENSG00000004399	PLXND1	chr3	129555214	129606676	protein_coding	9557
ENSG00000167617	CDC42EP5	chr19	54465026	54473296	protein_coding	935
ENSG00000132475	H3-3B	chr17	75776434	75785893	protein_coding	6134
ENSG00000234723	AC092421.1	chr3	22670201	22670711	unprocessed_pseudogene	418
ENSG00000235865	GSN-AS1	chr9	121280768	121285530	lncRNA	4763
ENSG00000154743	TSEN2	chr3	12484421	12541549	protein_coding	12407
ENSG00000267705	RP11-108P20.3	chr18	58752179	58753898	lncRNA	625
ENSG00000143627	PKLR	chr1	155289293	155301438	protein_coding	3168
ENSG00000253182	RP11-486M23.2	chr8	29548171	29564341	lncRNA	564
ENSG00000286553	RP11-486M3.5	chr6	154477982	154479593	lncRNA	1410
ENSG00000248898	CTD-2288O8.1	chr5	52673186	52799956	lncRNA	2836
ENSG00000236114	RP11-517P14.7	chr10	43523256	43525217	unprocessed_pseudogene	1962
ENSG00000097021	ACOT7	chr1	6264269	6393767	protein_coding	3500
ENSG00000101751	POLI	chr18	54269517	54321266	protein_coding	9358
ENSG00000065621	GSTO2	chr10	104268873	104304950	protein_coding	9926
ENSG00000233735	RP11-567G24.3	chr1	240177839	240179644	lncRNA	497
ENSG00000167083	GNGT2	chr17	49202791	49210574	protein_coding	1689
ENSG00000233372	RP5-893G23.1	chr1	30140263	30141607	lncRNA	551
ENSG00000149131	SERPING1	chr11	57597387	57619171	protein_coding	7231
ENSG00000255019	OR5D15P	chr11	55786964	55787905	unprocessed_pseudogene	942
ENSG00000286906	RP11-447N10.1	chr13	85144623	85148121	lncRNA	346
ENSG00000251264	RP11-545H22.1	chr4	54440502	54446723	lncRNA	624
ENSG00000228445	UGT1A2P	chr2	233747214	233748079	unprocessed_pseudogene	866
ENSG00000197779	ZNF81	chrX	47836902	48002561	protein_coding	11814
ENSG00000055813	CCDC85A	chr2	56183990	56386172	protein_coding	4114
ENSG00000227551	USP17L12	chr4	9220152	9221744	protein_coding	1593
ENSG00000042781	USH2A	chr1	215622891	216423448	protein_coding	20633
ENSG00000216436	H2AC2P	chr6	25732497	25732827	unprocessed_pseudogene	331
ENSG00000267857	RP5-1023B21.1	chr21	45100487	45101094	lncRNA	608
ENSG00000256399	RP11-274J7.3	chr12	63887379	63888598	processed_pseudogene	1220
ENSG00000276916	RP11-230F18.6	chr13	113511747	113514473	lncRNA	418
ENSG00000092330	TINF2	chr14	24239643	24242674	protein_coding	2712
ENSG00000237843	AC016903.2	chr2	204473834	204507672	lncRNA	897
ENSG00000178401	DNAJC22	chr12	49346888	49357546	protein_coding	5144
ENSG00000249771	RP11-457P14.5	chr4	41883060	41935075	lncRNA	1695
ENSG00000241120	HMGN1P8	chr3	167694355	167694642	processed_pseudogene	288
ENSG00000144771	LRTM1	chr3	54918231	54967088	protein_coding	1575
ENSG00000102910	LONP2	chr16	48244300	48363122	protein_coding	9953
ENSG00000201901	RN7SKP48	chr4	85100496	85100823	misc_RNA	328
ENSG00000065325	GLP2R	chr17	9822206	9892099	protein_coding	5696
ENSG00000230330	HMGN2P3	chr16	26032539	26032811	processed_pseudogene	273
ENSG00000135999	EPC2	chr2	148644440	148787569	protein_coding	5816
ENSG00000254724	OR7E10P	chr8	12703066	12704056	unprocessed_pseudogene	991
ENSG00000272906	RP11-533E19.7	chr1	179881607	179882595	lncRNA	989
ENSG00000201372	RNU6-1251P	chr20	43473013	43473119	snRNA	107
ENSG00000247950	SEC24B-AS1	chr4	109347475	109433817	lncRNA	6397
ENSG00000273492	APP-DT	chr21	26170871	26217381	lncRNA	4245
ENSG00000253377	RP11-566H8.3	chr8	31275542	31390805	lncRNA	1960
ENSG00000250642	RP11-642E20.5	chr4	68282461	68285959	unprocessed_pseudogene	438
ENSG00000270919	RP11-379K22.3	chr15	80580029	80580566	lncRNA	538
ENSG00000285799	MICF	chr6	29849550	29885615	transcribed_unprocessed_pseudogene	3405
ENSG00000223598	RP1-292B18.4	chr6	151088103	151228447	lncRNA	853
ENSG00000119906	SLF2	chr10	100912963	100965134	protein_coding	8812
ENSG00000177432	NAP1L5	chr4	88695913	88697829	protein_coding	1917
ENSG00000223047	RNU6-847P	chr10	34926775	34926882	snRNA	108
ENSG00000254833	RP11-50B3.2	chr11	126160714	126176035	lncRNA	569
ENSG00000279707	RP11-380M21.1	chr18	47866839	47867367	TEC	529
ENSG00000212901	KRTAP3-1	chr17	41008521	41019324	protein_coding	739
ENSG00000120436	GPR31	chr6	167155247	167157980	protein_coding	2734
ENSG00000252023	RNU6-581P	chr7	120672871	120672975	snRNA	105
ENSG00000232413	RP11-343J18.2	chr9	126057580	126159613	lncRNA	316
ENSG00000264618	RN7SL732P	chrX	39786524	39786823	misc_RNA	300
ENSG00000237136	C4orf51	chr4	145680146	145771032	protein_coding	1094
ENSG00000213549	AC005077.8	chr7	76113026	76113400	processed_pseudogene	375
ENSG00000242498	ARPIN	chr15	89895006	89912952	protein_coding	8590
ENSG00000222713	RN7SKP51	chr6	117301455	117301758	misc_RNA	304
ENSG00000229413	RP11-274B21.12	chr7	128653690	128654019	processed_pseudogene	330
ENSG00000258406	TUBBP3	chr14	43274824	43275697	processed_pseudogene	874
ENSG00000266777	SH3GL1P1	chr17	32039974	32042828	transcribed_processed_pseudogene	2855
ENSG00000165105	RASEF	chr9	82979590	83063177	protein_coding	6644
ENSG00000270512	RP5-1136G2.1	chr7	140282465	140282920	processed_pseudogene	456
ENSG00000272650	RP11-571I18.4	chr4	53997415	53997712	lncRNA	298
ENSG00000259616	RP11-507B12.2	chr15	61298791	61635449	lncRNA	1985
ENSG00000253488	SINHCAFP3	chr8	23634876	23635507	processed_pseudogene	632
ENSG00000229357	CYCSP51	chr1	150903896	150904213	processed_pseudogene	318
ENSG00000225826	LINC00626	chr1	168784012	168792886	lncRNA	1532
ENSG00000206812	RNU6-38P	chr13	75109587	75109693	snRNA	107
ENSG00000271544	AC006499.9	chr4	10238213	10238235	processed_pseudogene	23
ENSG00000225423	TNPO1P1	chr10	84390908	84392045	processed_pseudogene	1138
ENSG00000278756	MIR6722	chr9	136746893	136746970	miRNA	78
ENSG00000248369	RP11-62N21.1	chr4	132435802	132447235	lncRNA	464
ENSG00000128654	MTX2	chr2	176269395	176338025	protein_coding	1717
ENSG00000274816	MIR6772	chr16	57772289	57772352	miRNA	64
ENSG00000218991	CCNG1P1	chr6	132698783	132699667	processed_pseudogene	885
ENSG00000233729	NCKAP5-AS1	chr2	132915557	132931494	lncRNA	1711
ENSG00000258343	RP11-536G4.2	chr12	95791733	95858839	lncRNA	1287
ENSG00000252428	RNA5SP285	chr9	72299720	72299838	rRNA_pseudogene	119
ENSG00000201588	RNA5S2	chr1	228612509	228612627	rRNA	119
ENSG00000241868	RN7SL434P	chr3	196397508	196397778	misc_RNA	271
ENSG00000168852	TPTE2P5	chr13	40812309	40921749	transcribed_unprocessed_pseudogene	2775
ENSG00000202521	RNA5S7	chr1	228623667	228623785	rRNA	119
ENSG00000243089	RP11-779P15.2	chr3	99507187	99529985	lncRNA	2917
ENSG00000254603	OR5M6P	chr11	56512235	56513171	unprocessed_pseudogene	937
ENSG00000106268	NUDT1	chr7	2242226	2251146	protein_coding	2089
